Region,Adult obesity,Food environment index
South,0.314,7.853
South,0.304,7.5
South,0.34,8.315
South,0.33,7.9
South,0.335,7.979
South,0.316,7.5
South,0.341,7.733
South,0.322,7.4
South,0.293,7.661
South,0.309,7.3
South,0.315,7.096
South,0.337,6.8
South,0.295,7.059
South,0.304,6.7
South,0.303,7.374
South,0.311,7.0
South,0.259,9.125
South,0.27,8.9
South,0.335,8.534
South,0.317,8.3
South,0.34,6.1
South,0.356,5.7
South,0.303,7.231
South,0.295,7.2
South,0.318,6.113
South,0.297,5.6
South,0.278,6.283
South,0.282,5.9
South,0.295,7.871
South,0.296,7.4
South,0.275,4.8
South,0.308,7.647
South,0.288,7.6
South,0.308,7.761
South,0.278,7.5
South,0.289,7.601
South,0.288,7.7
South,0.29,7.671
South,0.287,7.2
South,0.312,6.232
South,0.31,6.0
South,0.273,7.866
South,0.275,7.2
South,0.3,6.32
South,0.304,6.2
South,0.291,5.897
South,0.296,5.4
South,0.293,6.64
South,0.301,6.5
South,0.294,8.5
South,0.301,7.9
South,0.283,7.209
South,0.293,6.8
South,0.315,6.204
South,0.344,5.6
South,0.29,7.313
South,0.3,7.1
South,0.283,4.912
South,0.276,4.4
South,0.27,7.15
South,0.269,6.9
South,0.29,6.015
South,0.291,6.3
South,0.323,6.307
South,0.311,5.8
South,0.319,7.613
South,0.299,7.1
South,0.277,6.901
South,0.287,6.4
South,0.32,6.8
South,0.308,6.7
South,0.284,6.831
South,0.295,6.7
South,0.296,7.911
South,0.29,7.2
South,0.27,5.331
South,0.277,5.5
South,0.317,6.646
South,0.326,6.1
South,0.3,7.838
South,0.289,7.3
South,0.294,6.579
South,0.288,6.0
South,0.296,7.829
South,0.301,7.4
South,0.302,7.932
South,0.314,7.6
South,0.336,6.395
South,0.319,5.9
South,0.292,6.204
South,0.296,5.7
South,0.293,7.662
South,0.296,7.2
South,0.303,7.046
South,0.298,7.0
South,0.302,4.348
South,0.312,3.8
South,0.273,6.402
South,0.287,5.9
South,0.245,8.022
South,0.257,7.6
South,0.301,7.657
South,0.309,7.4
South,0.288,7.344
South,0.301,6.9
South,0.291,7.896
South,0.291,7.5
South,0.288,7.395
South,0.292,6.8
South,0.314,7.043
South,0.311,7.0
South,0.316,7.956
South,0.308,7.4
South,0.295,6.043
South,0.313,5.5
South,0.296,7.858
South,0.292,8.1
South,0.305,7.709
South,0.3,7.8
South,0.28,7.189
South,0.29,7.2
South,0.284,6.852
South,0.308,6.4
South,0.303,6.237
South,0.292,5.9
South,0.299,6.747
South,0.309,6.7
South,0.281,7.308
South,0.292,7.1
South,0.317,7.185
South,0.321,7.1
South,0.299,7.327
South,0.293,6.9
South,0.295,7.681
South,0.266,7.2
South,0.286,6.5
South,0.306,6.271
South,0.305,6.7
South,0.313,7.563
South,0.302,6.9
South,0.301,6.062
South,0.299,6.5
South,0.324,6.775
South,0.317,6.1
South,0.32,7.371
South,0.315,7.3
South,0.288,7.316
South,0.291,7.3
South,0.234,6.197
South,0.254,6.3
South,0.291,7.406
South,0.28,7.1
South,0.281,6.207
South,0.295,5.5
South,0.31,5.0
South,0.316,4.7
South,0.321,6.131
South,0.323,5.6
South,0.278,7.355
South,0.287,6.8
South,0.307,7.661
South,0.301,7.3
South,0.289,7.621
South,0.291,7.4
South,0.285,1.8
South,0.252,7.334
South,0.25,7.1
South,0.283,8.021
South,0.289,7.5
South,0.315,7.195
South,0.308,6.6
South,0.297,7.29
South,0.304,7.4
South,0.318,7.844
South,0.315,7.7
South,0.293,6.672
South,0.289,6.4
South,0.329,7.691
South,0.31,7.7
South,0.295,8.362
South,0.314,7.8
South,0.304,7.662
South,0.3,7.2
South,0.322,6.427
South,0.328,6.2
South,0.304,7.508
South,0.277,7.0
South,0.27,6.636
South,0.281,6.1
South,0.324,6.488
South,0.337,6.0
South,0.346,6.004
South,0.348,5.7
South,0.299,7.551
South,0.315,7.3
South,0.282,6.35
South,0.29,6.1
South,0.287,5.764
South,0.297,5.2
South,0.291,7.692
South,0.318,7.0
South,0.284,7.469
South,0.287,7.0
South,0.303,6.514
South,0.302,5.8
South,0.316,7.072
South,0.339,6.6
South,0.285,6.543
South,0.282,6.3
South,0.332,6.837
South,0.315,6.2
South,0.315,7.903
South,0.304,7.4
South,0.284,7.318
South,0.295,6.6
South,0.303,7.36
South,0.273,7.1
South,0.303,8.476
South,0.308,7.9
South,0.276,6.681
South,0.273,6.0
South,0.311,4.295
South,0.34,4.5
South,0.335,7.708
South,0.332,7.2
South,0.291,7.141
South,0.287,6.8
South,0.286,7.28
South,0.26,6.9
South,0.325,7.185
South,0.305,6.6
South,0.298,5.535
South,0.316,5.0
South,0.323,5.473
South,0.312,5.3
South,0.287,0.0
South,0.288,0.0
South,0.324,6.968
South,0.302,6.4
South,0.327,7.068
South,0.332,6.6
South,0.285,6.682
South,0.289,6.1
South,0.317,7.614
South,0.313,7.3
South,0.303,6.202
South,0.31,5.8
South,0.261,7.744
South,0.259,7.4
South,0.355,5.389
South,0.35,4.9
South,0.295,8.734
South,0.295,8.9
South,0.302,7.214
South,0.3,7.4
South,0.326,7.552
South,0.327,7.1
South,0.311,7.157
South,0.303,6.6
South,0.285,6.487
South,0.279,6.3
South,0.372,7.565
South,0.332,7.2
South,0.242,8.365
South,0.261,8.0
South,0.278,6.959
South,0.264,6.5
South,0.277,7.526
South,0.287,7.3
South,0.294,7.548
South,0.295,7.4
South,0.301,5.853
South,0.313,5.8
South,0.278,7.154
South,0.285,6.6
South,0.289,5.013
South,0.299,5.3
South,0.276,5.987
South,0.308,5.2
South,0.298,7.758
South,0.295,7.4
South,0.29,7.244
South,0.289,6.6
South,0.292,7.959
South,0.318,7.5
South,0.329,7.972
South,0.318,7.5
South,0.294,7.192
South,0.297,6.7
South,0.319,6.86
South,0.32,6.5
South,0.297,6.74
South,0.318,6.2
South,0.296,5.246
South,0.308,5.0
South,0.295,8.3
South,0.299,7.9
South,0.252,6.907
South,0.263,6.3
South,0.282,6.718
South,0.277,6.2
South,0.303,6.53
South,0.296,6.2
South,0.313,6.84
South,0.306,6.4
South,0.317,6.493
South,0.335,5.9
South,0.297,7.48
South,0.303,7.2
South,0.274,8.247
South,0.278,7.7
South,0.302,5.578
South,0.314,5.5
South,0.303,4.543
South,0.304,4.9
South,0.294,7.557
South,0.302,7.2
South,0.304,5.929
South,0.286,5.5
South,0.282,7.477
South,0.288,7.3
South,0.291,7.649
South,0.29,7.1
South,0.281,7.507
South,0.284,7.3
South,0.312,6.641
South,0.321,6.2
South,0.304,7.291
South,0.293,6.8
South,0.292,7.531
South,0.28,7.3
South,0.283,7.599
South,0.27,6.9
South,0.289,7.617
South,0.279,7.2
South,0.315,6.676
South,0.302,6.4
South,0.319,6.714
South,0.335,6.3
South,0.298,5.529
South,0.301,4.9
South,0.337,6.311
South,0.342,5.9
South,0.323,5.831
South,0.308,5.4
South,0.292,7.264
South,0.302,6.8
South,0.294,6.582
South,0.306,6.5
South,0.296,8.116
South,0.314,7.9
South,0.308,3.3
South,0.329,6.653
South,0.322,6.1
South,0.281,6.699
South,0.289,6.2
South,0.31,7.181
South,0.32,6.6
South,0.312,7.863
South,0.337,7.4
South,0.318,7.742
South,0.313,7.5
South,0.295,7.291
South,0.298,7.2
South,0.342,6.082
South,0.336,5.6
South,0.342,5.812
South,0.329,5.4
South,0.252,6.424
South,0.245,6.6
South,0.293,8.2
South,0.288,7.8
South,0.259,8.047
South,0.256,7.5
South,0.295,8.756
South,0.302,8.8
South,0.289,2.296
South,0.283,1.9
South,0.315,5.1
South,0.315,4.6
South,0.309,6.169
South,0.302,6.4
South,0.299,7.563
South,0.296,7.3
South,0.314,6.216
South,0.322,6.0
South,0.277,8.283
South,0.258,7.9
South,0.326,6.535
South,0.295,6.2
South,0.352,6.984
South,0.37,6.4
South,0.32,5.404
South,0.313,4.8
South,0.291,4.84
South,0.303,4.4
South,0.304,7.543
South,0.304,7.2
South,0.292,7.024
South,0.288,7.1
South,0.299,6.756
South,0.299,6.3
South,0.298,7.994
South,0.302,8.0
South,0.295,6.757
South,0.288,6.6
South,0.314,8.011
South,0.33,7.6
South,0.336,6.666
South,0.328,6.2
South,0.3,7.7
South,0.282,6.814
South,0.273,6.3
South,0.284,8.28
South,0.284,7.9
South,0.293,3.206
South,0.307,3.4
South,0.293,6.717
South,0.301,6.3
South,0.29,8.547
South,0.297,8.7
South,0.282,6.959
South,0.285,6.5
South,0.279,6.766
South,0.286,6.4
South,0.282,6.528
South,0.282,6.0
South,0.319,5.814
South,0.338,5.6
South,0.305,7.109
South,0.295,6.7
South,0.283,6.843
South,0.277,6.4
South,0.237,6.755
South,0.214,6.4
South,0.315,7.117
South,0.324,6.6
South,0.298,4.877
South,0.308,4.4
South,0.31,7.422
South,0.333,6.8
South,0.298,8.055
South,0.306,7.7
South,0.295,5.496
South,0.296,5.4
South,0.277,6.256
South,0.28,6.5
South,0.325,7.849
South,0.34,7.2
South,0.298,6.601
South,0.332,6.3
South,0.326,5.674
South,0.304,5.2
South,0.323,6.909
South,0.308,6.6
South,0.3,7.203
South,0.301,6.7
South,0.286,7.254
South,0.284,6.6
South,0.307,6.708
South,0.312,6.9
South,0.292,6.813
South,0.313,6.5
South,0.296,8.447
South,0.289,7.9
South,0.329,6.417
South,0.321,5.9
South,0.292,6.534
South,0.287,6.1
South,0.285,6.189
South,0.295,6.5
South,0.271,7.651
South,0.278,7.2
South,0.276,8.367
South,0.282,8.2
South,0.318,8.452
South,0.313,8.4
South,0.294,8.316
South,0.298,7.8
South,0.29,7.628
South,0.304,7.0
South,0.298,8.05
South,0.299,8.4
South,0.278,6.419
South,0.272,6.0
South,0.305,4.568
South,0.312,5.1
South,0.29,4.178
South,0.284,4.6
West,0.283,7.34
West,0.292,7.3
West,0.283,7.796
West,0.311,7.7
West,0.235,7.094
West,0.224,6.8
West,0.261,7.09
West,0.277,6.8
West,0.247,8.089
West,0.249,7.9
West,0.266,7.531
West,0.269,7.3
West,0.276,7.054
West,0.261,6.7
West,0.261,6.482
West,0.279,6.3
West,0.206,6.857
West,0.204,6.6
West,0.256,6.056
West,0.246,5.9
West,0.297,6.636
West,0.306,6.4
West,0.231,6.664
West,0.226,6.4
West,0.297,7.059
West,0.284,6.8
West,0.229,8.952
West,0.224,8.6
West,0.242,3.89
West,0.247,3.3
West,0.246,7.804
West,0.248,7.6
West,0.285,4.139
West,0.251,3.9
West,0.253,7.408
West,0.242,7.2
West,0.292,8.089
West,0.302,7.7
West,0.153,8.193
West,0.146,8.0
West,0.303,7.684
West,0.292,7.4
West,0.298,7.893
West,0.285,7.7
West,0.235,7.404
West,0.238,7.2
West,0.232,8.26
West,0.228,8.1
West,0.238,6.981
West,0.226,6.7
West,0.249,6.264
West,0.225,5.7
West,0.273,7.399
West,0.281,7.3
South,0.355,8.165
South,0.35,7.8
South,0.27,9.013
South,0.256,8.8
South,0.195,8.718
South,0.204,8.6
South,0.26,8.745
South,0.264,8.6
South,0.327,8.637
South,0.343,8.4
South,0.309,8.093
South,0.303,7.8
South,0.304,8.481
South,0.311,8.2
South,0.193,9.208
South,0.175,9.1
South,0.276,9.311
South,0.283,9.0
South,0.278,9.16
South,0.296,8.7
South,0.258,9.411
South,0.269,9.2
South,0.301,7.593
South,0.342,7.0
South,0.282,8.105
South,0.309,7.6
South,0.272,9.63
South,0.274,9.3
South,0.293,6.496
South,0.295,6.2
South,0.349,6.377
South,0.336,6.1
South,0.294,8.442
South,0.288,7.9
South,0.309,7.369
South,0.324,7.1
South,0.291,4.115
South,0.29,3.9
South,0.317,8.293
South,0.306,8.1
South,0.299,8.73
South,0.3,8.5
South,0.31,8.565
South,0.303,8.3
South,0.356,8.327
South,0.355,8.0
South,0.317,6.596
South,0.311,6.4
South,0.282,7.467
South,0.271,7.1
South,0.285,8.516
South,0.298,8.3
South,0.284,8.663
South,0.272,8.5
South,0.298,9.667
South,0.301,9.4
South,0.273,8.405
South,0.264,8.1
South,0.291,7.473
South,0.294,7.0
South,0.3,9.423
South,0.322,8.9
South,0.33,9.091
South,0.318,8.9
South,0.322,6.105
South,0.329,5.9
South,0.332,5.842
South,0.351,5.7
South,0.288,8.767
South,0.287,8.3
South,0.324,8.056
South,0.342,7.7
South,0.336,5.787
South,0.334,5.3
South,0.293,7.427
South,0.29,7.1
South,0.222,9.622
South,0.195,9.6
South,0.251,9.515
South,0.242,9.5
South,0.267,9.308
South,0.254,9.4
South,0.279,9.68
South,0.255,9.5
South,0.278,8.158
South,0.294,7.9
South,0.301,9.424
South,0.282,9.2
South,0.29,8.441
South,0.288,8.1
South,0.34,4.02
South,0.344,3.8
South,0.293,9.317
South,0.307,9.2
South,0.323,6.895
South,0.299,6.7
South,0.299,7.788
South,0.298,7.7
South,0.325,8.722
South,0.344,8.4
South,0.31,9.368
South,0.333,9.1
South,0.26,9.274
South,0.255,9.1
South,0.318,8.044
South,0.321,7.7
South,0.299,9.695
South,0.288,9.3
South,0.34,7.141
South,0.331,6.6
South,0.326,6.528
South,0.35,6.3
South,0.365,7.027
South,0.331,6.8
South,0.266,9.507
South,0.247,9.3
South,0.31,7.111
South,0.298,6.7
South,0.279,8.295
South,0.281,8.1
South,0.303,7.273
South,0.308,7.2
South,0.341,5.886
South,0.346,5.8
South,0.317,8.792
South,0.299,8.5
South,0.265,8.879
South,0.245,8.6
South,0.289,9.097
South,0.288,9.0
South,0.32,9.093
South,0.32,8.8
South,0.339,8.247
South,0.331,8.1
South,0.317,8.434
South,0.297,8.4
South,0.33,8.656
South,0.285,8.1
South,0.288,7.494
South,0.292,7.3
South,0.225,10.0
South,0.223,10.0
South,0.34,8.973
South,0.34,8.8
South,0.338,7.9
South,0.301,7.6
South,0.331,6.295
South,0.29,5.9
South,0.33,9.369
South,0.322,9.0
South,0.305,9.122
South,0.306,9.0
South,0.296,8.883
South,0.295,8.9
South,0.323,4.881
South,0.321,4.7
South,0.274,9.535
South,0.275,9.2
South,0.328,7.161
South,0.335,6.9
South,0.285,9.218
South,0.26,9.0
South,0.27,8.101
South,0.261,7.7
South,0.254,9.003
South,0.279,8.7
South,0.3,9.635
South,0.319,9.5
South,0.339,7.358
South,0.354,7.1
South,0.352,6.879
South,0.346,6.6
South,0.298,7.831
South,0.305,7.4
South,0.296,8.495
South,0.266,8.4
South,0.283,7.667
South,0.291,7.2
South,0.361,5.735
South,0.341,5.5
South,0.326,8.587
South,0.328,8.4
South,0.309,8.609
South,0.306,8.3
South,0.292,8.564
South,0.296,8.3
South,0.378,4.552
South,0.361,4.3
South,0.309,8.116
South,0.332,7.9
South,0.295,9.613
South,0.283,9.4
South,0.401,7.052
South,0.415,6.7
South,0.292,9.557
South,0.306,9.4
South,0.338,7.082
South,0.33,6.9
South,0.36,7.979
South,0.359,7.8
South,0.282,9.182
South,0.267,9.1
South,0.274,8.365
South,0.315,8.0
South,0.284,6.763
South,0.298,6.3
South,0.264,7.582
South,0.256,7.3
South,0.312,8.386
South,0.31,7.8
South,0.279,5.811
South,0.291,5.6
South,0.266,9.372
South,0.282,9.1
South,0.356,6.632
South,0.362,6.3
South,0.279,8.578
South,0.266,8.3
South,0.298,9.005
South,0.284,8.7
South,0.32,8.331
South,0.354,8.0
South,0.283,8.066
South,0.272,7.6
South,0.297,8.384
South,0.335,7.9
South,0.3,8.912
South,0.267,8.7
South,0.314,8.079
South,0.305,7.8
South,0.314,6.503
South,0.335,6.3
South,0.298,8.923
South,0.318,8.8
South,0.317,9.327
South,0.352,9.2
South,0.289,8.302
South,0.294,8.0
South,0.324,8.112
South,0.312,7.9
South,0.33,7.573
South,0.328,7.4
South,0.373,6.022
South,0.345,5.9
South,0.308,8.26
South,0.302,7.8
South,0.275,8.767
South,0.276,8.5
South,0.26,9.259
South,0.273,8.9
South,0.294,8.689
South,0.317,8.5
South,0.294,7.694
South,0.304,7.5
South,0.29,8.142
South,0.291,7.8
South,0.286,7.222
South,0.27,6.9
South,0.297,7.406
South,0.286,7.2
South,0.336,8.163
South,0.319,7.5
South,0.288,8.844
South,0.301,8.5
South,0.282,9.212
South,0.283,9.0
Northeast,0.229,8.763
Northeast,0.228,8.5
Northeast,0.247,8.157
Northeast,0.243,7.9
Northeast,0.282,8.279
Northeast,0.279,7.9
Northeast,0.208,8.376
Northeast,0.21,8.1
Northeast,0.284,7.254
Northeast,0.274,7.0
Northeast,0.292,8.737
Northeast,0.29,8.5
Northeast,0.277,8.783
Northeast,0.268,8.7
Northeast,0.256,8.453
Northeast,0.258,8.3
Northeast,0.281,8.593
Northeast,0.275,8.3
Northeast,0.298,7.711
Northeast,0.299,7.5
Northeast,0.282,8.14
Northeast,0.285,7.8
Northeast,0.218,8.597
Northeast,0.225,8.4
Northeast,0.235,8.242
Northeast,0.225,8.0
Northeast,0.24,8.364
Northeast,0.227,8.1
West,0.373,6.885
West,0.36,7.1
West,0.291,7.801
West,0.286,7.4
West,0.324,8.241
West,0.32,7.8
West,0.268,7.883
West,0.258,7.8
West,0.274,7.485
West,0.281,7.2
West,0.291,7.515
West,0.294,7.4
West,0.324,7.007
West,0.321,6.9
West,0.367,6.737
West,0.346,6.5
West,0.288,7.01
West,0.264,6.9
West,0.275,5.125
West,0.258,4.8
West,0.322,6.974
West,0.31,6.9
West,0.337,4.976
West,0.33,4.6
West,0.328,7.029
West,0.334,7.0
West,0.327,7.089
West,0.346,6.8
West,0.262,7.968
West,0.28,7.6
West,0.251,7.476
West,0.253,7.1
West,0.225,8.009
West,0.222,7.8
West,0.297,7.915
West,0.303,7.6
West,0.27,6.674
West,0.271,6.3
West,0.278,7.048
West,0.258,6.8
West,0.324,7.213
West,0.315,7.0
West,0.317,6.365
West,0.309,5.9
West,0.322,7.966
West,0.322,7.7
West,0.294,7.232
West,0.292,7.1
West,0.35,6.671
West,0.345,6.5
West,0.296,6.373
West,0.282,6.0
West,0.314,7.246
West,0.314,7.0
West,0.185,8.673
West,0.175,8.4
West,0.278,7.653
West,0.277,7.5
West,0.318,8.046
West,0.31,7.9
West,0.291,8.098
West,0.281,7.9
West,0.28,7.685
West,0.282,7.4
West,0.278,6.874
West,0.288,6.5
West,0.286,7.887
West,0.292,7.6
West,0.308,5.666
West,0.318,5.5
West,0.276,7.486
West,0.271,7.3
West,0.253,7.586
West,0.251,7.3
West,0.278,6.52
West,0.261,6.0
West,0.319,7.502
West,0.313,7.5
Midwest,0.302,8.079
Midwest,0.284,7.9
Midwest,0.305,6.991
Midwest,0.28,6.8
Midwest,0.328,8.634
Midwest,0.328,8.2
Midwest,0.289,7.961
Midwest,0.273,7.6
Midwest,0.293,8.292
Midwest,0.273,8.1
Midwest,0.334,8.541
Midwest,0.302,8.2
Midwest,0.305,8.242
Midwest,0.28,8.0
Midwest,0.31,9.495
Midwest,0.291,9.3
Midwest,0.297,8.438
Midwest,0.314,8.2
Midwest,0.294,8.608
Midwest,0.324,8.3
Midwest,0.333,8.977
Midwest,0.348,8.7
Midwest,0.291,7.528
Midwest,0.279,7.2
Midwest,0.248,8.455
Midwest,0.215,8.2
Midwest,0.335,8.842
Midwest,0.296,8.6
Midwest,0.309,8.256
Midwest,0.298,8.0
Midwest,0.297,8.172
Midwest,0.285,7.9
Midwest,0.287,8.291
Midwest,0.289,8.0
Midwest,0.288,7.949
Midwest,0.312,7.6
Midwest,0.304,6.692
Midwest,0.306,6.5
Midwest,0.31,8.76
Midwest,0.293,8.5
Midwest,0.3,6.644
Midwest,0.313,6.5
Midwest,0.266,8.532
Midwest,0.273,8.2
Midwest,0.283,8.805
Midwest,0.288,8.6
Midwest,0.296,8.796
Midwest,0.288,8.6
Midwest,0.282,9.045
Midwest,0.284,8.7
Midwest,0.293,7.764
Midwest,0.283,7.3
Midwest,0.314,7.211
Midwest,0.305,6.9
Midwest,0.327,8.776
Midwest,0.304,8.6
Midwest,0.295,8.216
Midwest,0.319,7.9
Midwest,0.313,7.915
Midwest,0.313,7.8
Midwest,0.315,9.327
Midwest,0.313,9.1
Midwest,0.241,8.402
Midwest,0.225,8.1
Midwest,0.303,8.924
Midwest,0.307,8.6
Midwest,0.294,7.744
Midwest,0.273,7.4
Midwest,0.291,8.306
Midwest,0.308,8.1
Midwest,0.319,8.579
Midwest,0.296,8.3
Midwest,0.284,8.565
Midwest,0.278,8.3
Midwest,0.296,7.939
Midwest,0.33,7.7
Midwest,0.295,8.78
Midwest,0.301,8.5
Midwest,0.403,4.999
Midwest,0.392,5.3
Midwest,0.313,7.128
Midwest,0.312,6.9
Midwest,0.289,8.324
Midwest,0.304,8.0
Midwest,0.294,8.586
Midwest,0.304,8.4
Midwest,0.274,8.49
Midwest,0.301,8.3
Midwest,0.306,8.848
Midwest,0.299,8.6
Midwest,0.258,9.136
Midwest,0.253,9.0
Midwest,0.279,9.236
Midwest,0.312,9.0
Midwest,0.281,8.966
Midwest,0.276,8.6
Midwest,0.32,9.002
Midwest,0.325,8.7
Midwest,0.288,8.25
Midwest,0.303,7.9
Midwest,0.286,8.567
Midwest,0.278,8.3
Midwest,0.308,7.766
Midwest,0.318,7.6
Midwest,0.316,8.345
Midwest,0.315,8.1
Midwest,0.304,7.631
Midwest,0.336,7.5
Midwest,0.301,7.471
Midwest,0.315,7.3
Midwest,0.288,8.872
Midwest,0.303,8.6
Midwest,0.267,7.224
Midwest,0.288,6.9
Midwest,0.314,8.351
Midwest,0.349,8.1
Midwest,0.267,8.893
Midwest,0.25,8.7
Midwest,0.305,9.268
Midwest,0.286,9.1
Midwest,0.292,8.173
Midwest,0.317,7.9
Midwest,0.331,9.105
Midwest,0.304,8.9
Midwest,0.282,8.427
Midwest,0.299,8.1
Midwest,0.28,8.236
Midwest,0.292,7.9
Midwest,0.26,8.076
Midwest,0.25,7.8
Midwest,0.306,8.318
Midwest,0.299,8.0
Midwest,0.273,9.201
Midwest,0.288,9.0
Midwest,0.249,8.959
Midwest,0.27,8.8
Midwest,0.302,8.41
Midwest,0.278,8.2
Midwest,0.296,8.862
Midwest,0.286,8.7
Midwest,0.297,8.127
Midwest,0.289,7.8
Midwest,0.275,8.432
Midwest,0.292,8.2
South,0.319,8.227
South,0.342,8.0
South,0.333,7.836
South,0.342,7.5
South,0.335,8.353
South,0.342,7.5
South,0.34,7.051
South,0.322,6.7
South,0.344,7.642
South,0.34,7.4
South,0.339,7.616
South,0.342,7.2
South,0.359,6.408
South,0.351,6.2
South,0.383,6.902
South,0.382,6.6
South,0.351,8.316
South,0.33,8.1
South,0.334,7.39
South,0.34,7.1
South,0.356,7.451
South,0.37,7.2
South,0.334,7.589
South,0.361,7.2
South,0.302,7.804
South,0.309,7.4
South,0.342,7.02
South,0.337,6.5
South,0.326,7.044
South,0.347,7.0
South,0.32,6.834
South,0.306,6.5
South,0.32,7.904
South,0.329,7.6
South,0.348,7.79
South,0.327,7.6
South,0.335,8.873
South,0.314,8.6
South,0.315,7.719
South,0.306,7.4
South,0.318,8.204
South,0.353,7.7
South,0.38,7.801
South,0.368,7.5
South,0.412,7.889
South,0.404,7.5
South,0.338,8.035
South,0.326,7.6
South,0.317,7.118
South,0.305,6.9
South,0.374,7.209
South,0.373,7.0
South,0.367,7.032
South,0.375,6.7
South,0.339,7.102
South,0.351,6.7
South,0.342,7.954
South,0.349,7.4
South,0.349,8.019
South,0.385,7.5
South,0.282,7.116
South,0.271,6.7
South,0.311,8.71
South,0.313,8.3
South,0.323,7.864
South,0.34,7.4
South,0.336,8.215
South,0.341,7.8
South,0.273,7.259
South,0.282,7.0
South,0.348,7.35
South,0.359,7.0
South,0.31,8.172
South,0.375,8.2
South,0.306,6.386
South,0.306,5.9
South,0.355,8.221
South,0.359,7.9
South,0.294,8.57
South,0.293,8.4
South,0.334,7.046
South,0.348,6.6
South,0.326,7.888
South,0.346,7.7
South,0.326,8.101
South,0.348,7.8
South,0.364,6.771
South,0.356,6.6
South,0.357,7.458
South,0.38,7.1
South,0.328,8.434
South,0.361,8.0
South,0.301,8.146
South,0.335,7.9
South,0.34,8.053
South,0.359,7.9
South,0.315,8.217
South,0.341,8.0
South,0.355,7.76
South,0.365,7.4
South,0.356,7.747
South,0.322,7.1
South,0.354,6.049
South,0.325,5.8
South,0.384,8.171
South,0.383,7.9
South,0.317,7.737
South,0.335,7.5
South,0.37,8.254
South,0.348,7.9
West,0.218,6.553
West,0.209,6.0
West,0.273,8.11
West,0.285,7.8
West,0.327,8.887
West,0.336,8.7
West,0.275,7.38
West,0.266,7.1
West,0.297,8.699
West,0.288,8.5
West,0.24,6.296
West,0.25,6.0
West,0.256,7.944
West,0.25,7.6
West,0.265,7.39
West,0.287,7.1
West,0.251,8.267
West,0.25,7.9
West,0.24,8.375
West,0.234,8.1
West,0.258,8.006
West,0.269,7.8
West,0.23,8.387
West,0.231,8.3
West,0.272,7.529
West,0.271,7.3
West,0.238,7.899
West,0.256,7.4
West,0.212,7.958
West,0.222,7.7
West,0.257,8.143
West,0.275,7.8
West,0.255,7.439
West,0.239,7.2
West,0.231,8.882
West,0.211,8.7
West,0.274,8.427
West,0.287,8.2
West,0.131,7.964
West,0.132,7.9
West,0.298,8.133
West,0.293,7.8
West,0.241,8.554
West,0.242,8.2
West,0.313,8.445
West,0.288,8.1
